v1;v2
1;οτι πιο value for money εχω βρει μεχρι στιγμης απιστευτες επιδοσεις με εναν επεξεργαστη που πολλοι τον φοβουνται αλλα τελικα ειναι αρκετα δυνατος το προτινω ανεπιφυλακτα
1;το κινητο ειναι πολυ καλο καλη μπαταρια ειμαι ευχαριστημενος απο το κινητο η τιμη ηταν καλη γενικα σε ολα καλα 
1;το κινητο το εχω τρεις μηνες κατα διαστηματα εαν δεν κανω τον εσωτερικο καθαρισμο τρωει καποια κολληματακια σε σημειο που χρειαστηκα να κανω reboot η μπαταρια του με φουλ βαρια χρηση διαρκει μια μερα οι φωτογραφιες παροτι το πολυδιαφημισμενο trait του κινητου ερχομενος απο lg g3 δεν θεωρω οτι ειναι κατι το ιδιαιτερο το miui σχετικα ευχρηστο ελαφρυ και φιλικο προς τον χρηστη παιχνιδια και λοιπα δεν παιζω αλλα γενικα στο browsing και σε μερικα βαρια apps αποδιδει πολυ ομαλα εν τελει θα πω πως ειναι μια πολυ τιμια συσκευη σε πολυ τιμια τιμη για τον μεσο χρηστη ενα καλο mid range κινητο δηλαδη
1;χανει ενα ⭐ αν και θα τα αξιζε απο καποιον που δεν εχει πολλες απαιτησεις το προτεινω ανεπιφυλακτα σε καποιον που δεν θελει να δωσει πολλα χρηματα για ενα κινητο τηλεφωνο 
1;το εχω 4 μηνες κοντα ειμαι πολυ ικανοποιημενη απο την διαρκεια της μπαταριας κατι που για μενα ηταν βασικο η καμερα πολυ δυνατη η προσθηκη gcam το βοηθαει να παει σε αλλο επιπεδο η ολη κατασκευη ειναι ανθεκτικη μου επεσε χωρις θηκη και δεν εμεινε γρατζουνια αξιζει τα λεφτα του σιγουρα
1;το κινητο το εχω 2 βδομαδες ειμαι καθε μερα φουλ χρηση και η μπαταρια κραταει 1 5 μερα το αγαπησα ειναι οτι καλυτερο και μπαταρια απο 0 σε 100 σε 1 ωρα
1;πολυ καλο κινητο θα το χαρακτηριζα value for money μοναδικο μικρο μειονεκτημα η κακη ληψη της κυριας πισω καμερας με μετριο φωτισμο προτεινεται ανεπιφυλακτα και σε αυτη την τιμη 
1;το τηλεφωνο ειναι οτι καλυτερο υπαρχει για την τιμη του αν και αρχικα ημουν επιφυλακτικος σχετικα με τον επεξεργαστη τελικα προκειται για εναν πανισχυρο γρηγορο επεξεργαστη που δεν νιωθει κοπωση αν και ενεργοβορος η Xiaomi εβαλε μια μπαταριαρα 4500 mh και το προβλημα λυθηκε οι καμερες ειναι παρα πολυ καλες αν και το βραδυ εχουν τα γνωστα θεματα θορυβου που δεν με απασχολουν και πολυ ηχειο καλο και οθονη φωτεινη με πολυ καλη αναλυση και ευκρινεια τρεχει βουτυρο και γενικα ειναι ενα κινητο που χαιρεσαι να το κρατας στο χερι σου με την στιβαρη και καλοφτιαγμενη κατασκευη του με κλειστα ματια παιδες
1;ειναι οτι καλυτερο κυκλοφορει στην αγορα το συνιστω απολυτα βαζει κατο κινητα του 1000€ το χρησιμοποιω 6 μηνες και ειμαι απολυτα ευχαριστημενος
1;ειναι ενα καταπληκτικο κινητο η μπαταρια του κραταει κατι παραπανω απο μια μερα με κανονικη χρηση επισης εχει καλη αναλυση στην οθονη και τραβαει πολυ καλες φωτογραφιες και βιντεο το εχω πεντε μηνες και δεν κολλαει καθολου πολλοι λενε οτι δεν εχει πολυ καλο ηχειο αλλα εγω το βρισκω πολυ δυνατο πριν απο αυτο το κινητο ειχα το mi a3 και το βρισκω παρα πολυ καλυτερο
1;το κινητο ειναι πραγματικο η σημασια του value for money Eχει μια εξερετικη μπαταρια με ενα γρηγορο φορτιστη και πραγματικα κραταει πανω απο μια μερα κανονικης χρησης η μια μερα βαριας χρησης επισης η καμερα του ειναι πραγματικα πολυ καλη και το βιντεο του σαν ανθρωπος με φωτογραφικη επιτελους ενα κινητο για να μην μετενιωνω της φορες που ξεχασα την καμερα μου σπιτι επισης ειναι πολυ δυνατο και παιζει οτι παιχνιδι υπαρχει χωρις να κολλαει καθολου γενικως για εμενα αν σκεφτεις την τιμη του στα 200€ ειναι κατι που δεν υπαρχει σε συγκριση ειναι το πρωτο κινητο που πρεπει γιατι αξιζει να δωσεις και 50 ευρω παραπανω απο το μπατζετ σου
1;παρα πολυ καλο κινητο και δεν το μετανιωσα το εχω 5 μηνες πλεον και ειμαι ικανοποιημενος για καποιο λογο ομως νιωθω οτι το Huawei Mate 10 Lite Dual που ειχα πριν ηταν πιο καλο σαν χαρακτηριστικα σιγουρα ειναι κατωτερο αλλα ισως επρεπε να ειχα δωσει κατι παραπανω και να επαιρνα παλι Huawei που μου εδινε μια καλυτερη αισθηση δεν εχω τιποτα αρνητικο για το συγκεκριμενο εκανα την ερευνα μου κια αγορασα αυτο ακριβως που επρεπε να αγορασω
1;το κινητο ειναι τελειο κ αξιζει τα χρηματα ειναι γρηγορο με μεγαλης διαρκειας μπαταρια πολυ καλες φωτογραφιες
1;λοιπον το εχω απο τον περασμενο οκτωβριο και δεν εχω κανενα παραπονο αξιζει τα λεφτα του το χρησιμοποιω για τα παντα παιχνιδια φωτογραφιες βιντεο κλπ με πολλες εφαρμογες ανοιχτες ταυτοχρονα και δεν μασαει το μονο που με ενοχλει λιγο ειναι το βαρος του ειναι λιγο βαρυ αλλα κατα τα αλλα πολυ πολυ καλο κινητο 
1;5 αστερια και λιγα ειναι για τα λεφτα του τι να πρωτο πεις για αυτο το τηλεφωνο στα μειον για μενα οι νυχτερινες ληψεις και η ποιοτητα του ηχειου που και παλι σε καλυπτει ανετα αλλα νταξει μην ζητας του σπανου τα γενια οταν δινεις 230 για κινητο αψογο με μια λεξη και κλεινω εδω
1;ειναι τελειο δλδ αν το αφηνεις 10 λεπτακια να φορτισει και εχεις ξερω γω εχεις 70 παει ανετα 100 με gaming ετσι το κανω και δουλευει αψογα το ηχειο απο τι λενε εδω τα παιδια τους φαινεται λιγο μικρο αλλα ενταξει δεν θα παρατηρησεις διαφορα σε gaming που εχω μια αποψη πχ pubg παιζω σε smooth και extreme 60fps ακατεβατα εκτος αμα βαλεις το bridgness τερμα και στα colorful τοτε πεφτει 55fps αλλα και ανεβενει 60fps για μικρα παιχνιδια δεν το συζηταμε 60fps σταθερα επισης το κινητο στα παντα ειναι γρηγορο σε 10 εχω μπει pubg φανταστειτε για τα υπολοιπα που ειναι και μεγαλο game
1;το κινητο αυτο ειναι αριστο στις επιδοσεις του αν και περιμενα κατι καλυτερο η μπαταρια κραταει εως και 2 μερες η καμερα πολυ καλη το ηχειο προσωπικα δεν μου αρεσε το συστημα Android ειναι για πεταμα γενικη εντυπωση πολυ καλη προηγουμενο κινητο α7 2018 πολυ πιο καλο
1;το εχω 1 μηνα περιπου και ειμαι πολυ ευχαριστημενος ειχα κινητο samsung galaxy alpha 5 χρονια αλλα το xiaomi redmi note 8 pro 64 ειναι παρα πολυ καλο στο 95 της λειτουργιας του μονο το ηχειο δεν ειναι τοσο καλο
1;τρομερη μπαταρια και καλη καμερα δεν κολλαει καθολου και προς το παρον δεν εχει παρουσιαση το παραμικρο προβλημα 
1;οτι καλυτερο για χρονια χρηστρια Samsung κινητων δυσκολευτηκα λιγο να συνηθισω αλλα αξιζε γενικα δεν μου παρουσιαζει θεματα μετα απο μηνες χρησης και το μονο αρνητικο κατα τη γνωμη μου ειναι οι διαφημισεις που πεταγονται σε καποιες εφαρμογες 
1;το κινητο το εχω απο τον ιανουαριο ειναι απλα υπεροχο η καμερα του φανταστικη μερα νυχτα οι φωτογραφιες ειναι υπεροχες λιγο χειροτερα ειναι τα slow motion αλλα και αυτα ειναι εξισου ικανοποιητικα η μπαταρια του κραταει ανετα 3 μερες με κανονικη χρηση φωτογραφιες δυο με τρεις ωρες τη μερα social media με βιντεο στο YouTube και τηλεφωνα και με βαρια χρηση μπορει να βγαλει μια με μιαμιση μερα η αναλυση της οθονης ειναι εντυπωσιακη και αυτο το τονιζω επειδη εβλεπαν σχολια που ελεγαν οτι επειδη δεν εχει amoled οθονη δεν ειναι καλο δεν ισχυει ο επεξεργαστης τρεχει με τα χιλια και δεν κολλαει πουθενα τελος το μονο ισως αρνητικο ειναι λιγο το ηχειο αλλα και αυτο ειναι πολυ ικανοποιητικο για εναν κανονικο χρηστη ακροατη το συνιστω ανεπιφυλακτα και δεν νομιζω οτι αυτο τον καιρο υπαρχει καλυτερο τηλεφωνο
1;το κινητο αξιζει στα χρηματα του 100 προσωπικα το εχω απο τον δεκεμβριο κινητο κοντα στα 300 000 antutu score στα 200 ευρωπουλα μονο η Xiaomi μπορει προς το παρων ευχομαι να μην ανεβασει τις τιμες της συντομα και στο αμεσο μελλον
1;με κλειστα ματια με τετοια λεφτα δεν βρισκεις κατι καλυτερο και σε αυτες τις αποδοσεις μπαταρια με αρκετη χρηση το βραδυ φορτιζεται στο 40 το ηχειο δεν ξερω αν εχει θεμα το δικο μου αλλα δεν ειναι δυνατο οπως προηγουμενα μοντελα φωτογραφιες για τα λεφτα του νομιζω ειναι τελειες την μερα καλα δεν ειναι και dslr θα το ευχαριστηθειτε
1;το εχω δυο μηνες το τηλεφωνο κανενα προβλημα δεν μου εχει βγαλει και οσο για της μπαταρια που λενε εμενα μου βγαζει δυο ημερες ανετα και αν το δουλευω μονο τηλεφωνο τις περναει ανετα το πρωι 7 πμ φορτισμενο 100 το βραδυ 11μμ 85
1;πραγματικα value for money λειτουργει αψογα δεν κολλαει και η μπαταρια του ακομα και με το 4G βγαζει ανετα τη μερα το fast charge πολυ βολικο το μονο αρνητικο ειναι οτι δεν εχει καλη νυχτερινη ληψη προβλημα κλασικο σε ολα τα Xiaomi αλλα πραγματικα εχει τοσα αλλα θετικα που δε με απασχολει ιδιαιτερα
1;μπαταρια αψογη κραταει εως και δυο μερες στις κλησεις ο ηχος παρα πολυ καλος αναλυση οθονης σουπερ φωτογραφικη καλη σε σχεση με τα χρηματα αγορας προηλθα απο Xiaomi σαφως και η εταιρια βελτιωνετε συνεχως το συγκεκριμενο κινητο ειναι αψογο Value For money
1;τα περισσοτερα εχουν ειπωθει ενα value for money κινητο που ικανοποιει στα παντα εκτος απο τις νυχτερινες ληψεις η αληθεια ειναι οτι δεν υπαρχουν πλεον πολλοι λογοι να δινεις μεγαλα ποσα για κινητα εφοσον η κατηγορια των κινεζικων 200 250€ εχει γινει πολυ ικανοποιητικη θετικα: τεραστια διαρκεια μπαταριας ταχυτατο χωρις κολληματα για παιχνιδια δεν ξερω γιατι δεν παιζω αλλα αισθανομαι οτι ισχυει το ιδιο καλη οθονη ικανοποιητικοτατη για τα χρηματα αρνητικα: η φωτογραφικη ειναι κατω του μετριου στις νυχτερινες ληψεις πρακτικα μη χρησιμοποιησιμη
1;εαν καποιος θελει ενα smartphone μεγαλο 6 53 ιντσες ωστε να μπορει να πληκτρολογει και να το χαιρεται εαν θελει μια μπαταρια που διαρκει και διαρκει εαν θελει να τραβαει εκπληκτικες φωτο και βιντεο να ειναι γρηγορο ωστε να παιζει παιχνιδια και να ειναι ταυτοχρονα φθηνο ε τοτε ειναι αυτο το ιδανικο κινητο
1;εξαιρετικο κινητο συμφωνα με τις αξιολογησεις χρηστων 95 θετικες το οποιο και διαπιστωσα ιδιοις ομμασι δεν υπαρχει κατι καλυτερο αυτη την περιοδο σε αυτην την τιμη και δικαιολογημενα εγινε best seller
1;εχω σχεδον μια βδομαδα το κινητο στα χερια μου με μια λεξη: φοβερο πολυ καλη οθονη αναλυση και χρωματα η μπαταρια του παρα πολυ καλη μου κραταει σιγουρα 1 5 ημερα αυτο βεβαια εξαρταται και απο τη χρηση που κανει ο καθενας και ειναι αρκετα γρηγορο επισης η φωτογραφια φοβερη σου δινει αρκετες επιλογες λογω των πολλων φακων και επιπλεον βγαζει καλες φωτογραφιες και το βραδυ Vfm
1;τι να προτοπω το κινητο ειναι σουπερ παιδια αξιζει για ολα του ανταγωνιζεται στα ισα κινητα που εχουν το διπλασιο και τριπλασιο κοστος αγορας
1;το αγορασα ιανουαριο στα 200€ οτι καλυτερο μπορεις να αγορασεις πραγματικα βαζει κατω κινητα πολυ ακριβοτερα το προτεινω ανεπιφυλακτα δεν εχω βρει προς το παρον κατι αρνητικο Well done Xiaomi
1;τρομερο κινητο το εχω εναν μηνα και δουλευει αψογα κινητο που πραγματικα αξιζει 450 € η καμερα πολυ καλη αναλυση στις κοντινες φωτογραφιες και αρκετα καλη αψογη για την τιμη του στις πιο μακρινες σας το συνιστω ανεπιφυλακτα
1;αγορα δεκεμβριος 19 μεχρι σημερα το κινητο ειναι ενα απο τα καλυτερα που ειχα προερχομενος απο s7 edge αρχικα ειχα μεγαλες αμφιβολιες αν και προερχονται απο διαφορετικες κατηγοριες πραγματικα δεν εχει καμια διαφορα εκτος αν θελει καποιος μια high end συσκευη για απαιτησεις video κ εικονα fhd η μπαταρια του αξεπεραστη για σχετικα βαρια χρηση το συστηνω χωρις σκεψη Value for money
1;πυροβολαει το εργαλειο vfm 2 μερες μπαταρια με σοσιαλ τηλεφωνο και αλλα δεν κολλαει και ειναι εξαιρετικα γρηγορο σε οτι θελω να κανω δε παιζεται το εργαλειο
1;ειμαι κατοχος κινητου 1 μηνα και πραγματικα ειναι πολυ καλο κινητο τουλαχιστον μεχρι τωρα αξιζει να το παρετε αν θελετε 1 καλο κινητο με παρα πολυ καλα χαρακτηριστικα αυτο ειναι το καταλληλο
1;πιστευω οτι αυτο το κινητο ειναι το καλυτερο της κατηγοριας του η μπαταρια βγαζει μια μερα απλης χρησης και οταν παιζεις παιχνιδια κραταει πανω απο 8 ωρες gaming η καμερα τιμια για τα λεφτα της η οθονη πολυ καλη ποιοτητα αξιζει και με το παραπανω
1;πολυ καλο τηλεφωνο το εχω στην κατοχη μου εδω και 1 βδομαδα και δουλευει ολη μερα για χρηση παιχνιδιων ποιοτικο στιβαρο και η μπαταρια του κραταει παρα πολυ σωστα δεν εχει αντικαταστιση το κανονικο μου τηλεφωνο ακομα S7 samsung αλλα του βαζει τα γυαλια σιγουρα θα αλλαξω το S7 με ενα ακομα συντομα ειμαι ενας χρηστης που ενδιαφερομαι για την καρδια της συσκευης οχι για τις καμερες αλλα ειναι και αυτες μια χαρα
1;το αγορασα πριν μερικες μερες για την κορουλα μου καταπληκτικο κινητο φωτογραφια βιντεο τελεια δεν κολωνει πουθενα μπαταρια κραταει ανετα δυο μερες με κανονικη χρηση πιστευω οτι για τα χρηματα του 230 240 ευρω ειναι το καλυτερο της αγορας το συνιστω ανεπιφυλακτα
1;δεν εχω λογια το κινητο ειναι VFM απλα ειναι τελειο και μην ακουτε αλλους που αμφισβητουν τον chipset MediatekHelioG90T αυτο το chipset εχει ηδη αρχισει να αναγνωριζεται για τους καλυτερους επεξεργαστες που υπαρχουν ξεπερναει Snapdragon 660 665 730 720g και 730g απλα το μονο που εχω παρατηρησει ειναι οταν παιζω πολυ ωρα και εννοω 4 με 5 ωρες PUBG τα γραφικα ειναι τερμα ζεσταινεται το κινητο πιο πολυ πισω εε λογικο μολις το αφησεις το κινητο κρυωνει σε 15 με 20 λεπτα δεν εχει κολληματα απλα ειναι απιστευτο δεν εχω λογια
1;το κινητο ειναι απλα τελειο οποιος το θελει για παιχνιδια το προτεινω ανεπιφυλακτα PUBG στα HDR γραφικα χωρις να κολαει καθολου και καιει περιπου 8 με 10 της για 30 λεπτα ματσ απλα τελειο
1;αρκετα καλο για τα χρηματα του εγω κυριως το εχω για παιχνιδια τα τρεχει ολα αψογα χωρις λαγκ και τετοια αλλα σε μερικα παιχνιδια οπως pubg ομως το κινητο γονατιζει αναλυση οθονης κομπλε μουσικη κομπλε η μπαταρια φορτιζει γρηγορα και κραταει 2 μερες αναλογα και την χρηση αυτα
1;ειναι πολυ καλο κινητο σε γενικες γραμμες αψογες φωτογραφιες ο ηχος πολυ τιμιος δε κολλαει ακομα και με βαριες εφαρμογες και γενικα τα αξιζει τα λεφτα του το μονο μεγαλο μειονεκτημα του ειναι το βαρος του παιδια αν το κρατας αρκετη ωρα νιωθεις πονο στον καρπο αν σου πεσει στο προσωπο απο ψηλα βλεπεις αστερακια βεβαια αν σου επιτεθει κανεις ειναι σιγουρακι οτι αν το φαει στο κεφαλι θα μεινει 
1;επελεξα για πρωτη φορα Xiaomi καθως επι σειρα ετων επελεγα την Samsung θεωρωντας οτι ειναι πιο κλασατη εταιρεια και πιο ποιοτικη ειχα ενδοιασμους οτι με την Xiaomi θα εχω προβληματα συμβατοτητας σε εφαρμογες οτι τα κρυσταλλα στους φακους της καμερας θα ειναι υποδεεστεροι κ η αναλυση δεν θα ανταποκρινεται και αλλα τετοια διαφορα μετα απο 4 μηνες που το κατεχω αυτο το κινητο εχω αλλαξει εντελως γνωμη δυσκολα θα ξαναεπιλεξω αλλη εταιρεια εντυπωσιακη η καμερα σε ταξιδι που πηγα προσφατα κ σε θερμοκρασιες υπο του μηδεν συνεχιζα να τραβαω βιντεο κ φωτογραφιες ακαταπαυστα ενω τα i phone 7 των φιλων μου κλειναν απο μπαταρια κ ενω τα ειχαμε στο 100 της φορτισης ξεκινοντας την ημερα το redmi note ειχε πεσει στο 60 και απο ποιοτητα φωτογραφιας σε σχεση με το i phone 7 πολυ ανωτερες
1;δεν το εχω πολυ καιρο το κινητο 1 μηνα αλλα μεχρι τωρα ειμαι απολυτα ευχαριστημενος τελειες φωτογραφιες και βιντεο η οθονη εχει απιστευτα χρωματα και αναλυση η μπαταρια με χρηση οσο πρεπει και ανοιχτο wi fi και δεδομενα συνεχεια και λιγο με παιχνιδακια 2 μερες και κατι και φορτιζει πολυ γρηγορα η θηκη που περιλαμβανει η συσκευασια ειναι διαφανη και αρκετα καλης ποιοτητας το μονο που με χαλαει εμενα ειναι το μεγεθος αλλα θα το συνηθισω αξιζει σιγουρα τα λεφτα του
1;ενα πολυ καλο κινητο που τα κανει ολα και συμφερει φοβερη οθονη πολυ καλη μπαταρια και αρκετα καλες φωτογραφιες ελαχιστα πιο βαρυ απο οτι θα το ηθελα θεωρω οτι στα χρηματα αυτα ειναι απο τις πιο safe επιλογες αυτοι που ειστε σε αυτα τα χρηματα δεν θα το μετανιωσετε 
1;οποιος θελει ενα τηλεφωνο με 200€ ειναι οτι καλυτερο που μπορει να παρει τι να πω για 200€ εχει 1080p αναλυση βγαζει 64mgpixel φωτογραφια 4k 30fps και 1080p 60fps εξαιρετικα μεγαλη μπαταρια αρκετα γρηγορο ομως εχει λιγο χαμηλο ηχειο που ειναι λιγο κακο αμα εισαι καπου που εχει φασαρια αλλα γενικα δεν θα εχεις προβλημα
1;προκειται ισως για το πιο αριστο κινητο στην κατηγορια και τα χρηματα του αψεγαδιαστο browsing δε κολλαει πουθενα τρεχει 10 applications στο background χωρις να κολλαει καθολου και η μεταβαση μεταξυ εφαρμογων ειναι πολυ γρηγορη οι φωτογραφιες του ειναι εξαιρετικες τη μερα και σε σκοτεινες συνθηκες πολυ ικανοποιητικες σημειωση: οποιος ζητα καλυτερες επιδοσεις στις φωτογραφιες απο αυτο μαλλον χρειαζεται φωτογραφικη καμερα και οχι κινητο οσον αφορα το gaming δεν το εχω ζορισει πολυ γιατι δεν ειμαι τετοιος χρηστης αλλα λιγο που εχω δοκιμασει call of duty ηταν αριστο η μπαταρια του ειναι παρα πολυ καλη και αντεχει με μεση χρηση τουλαχιστον 1 5 μερα ανετα ακομη και με gaming και πολυ YouTube βγαζει 24 ωρες ανετα τελος ενα θετικο ακομη που μου αρεσε ειναι οτι το καλωδιο του φορτιστη ειναι αρκετα μακρυ για να μη χρειαζεται να εισαι ακριβως διπλα απο την πριζα κατα τη φορτιση που γινεται ετσι κι αλλιως γρηγορα απο 5 σε 60 σε 30 το μονο αρνητικο που θα ανεφερα ειναι το ηχειο που θα περιμενα πιο δυνατη ενταση για τα κυβικα του κινητου η ενταση του ειναι παρομοια με αυτη του Redmi Note 4X προηγουμενη συσκευη μου μην ακουτε τι λενε για τον MediaTek εχει γινει πολυ καλη δουλεια το κινητο δε ζεσταινεται και η αποδοση σε σχεση με τη μπαταρια ειναι εξαιρετικη η αποψη μου ειναι οτι αν θελεις ενα VFM κινητο χωρις να μειωσεις τις απαιτησεις σου σε επιδοσεις τοτε αυτο ειναι το καλυτερο κινητο στην κατηγορια και συναγωνιζεται σε specs πολυ πιο ακριβα οσο και να μη το λεει η τιμη του
1;ειναι κατι παραπανω απο αυτο που περιμενα αξιζει τα λεφτα του το μονο που θα πω οτι μπορεις να κανεις παππαδες με τη φωτογραφικη και λιγο edit σε θεμα αποδοσης δεν ειχα κανενα θεμα ουτε σε απαιτητικα παιχνιδια το προτεινω ανεπιφυλακτα αν θες κατι πιο οικονομικο πηγαινε στο xiaomi redmi note 8 ομως
1;παρα πολυ καλο κινητο για την τιμη του και για αυτα που προσφερει το μονο προβλημα που θα ελεγα οτι εχει ειναι το ηχειο του που ειναι ενα και βγαινει απο κατω ο ηχος καθως προερχομαι απο το Sony ζ3 το οποιο εχει dolby ηχεια πανω κατω και βγαινει ο ηχος μπροστα οπως το κοιτας και οχι κατω η πανω
1;το εχω δυο εβδομαδες και σαν μια γρηγορη εκτιμηση μπορω να πω ειναι μια αξιολογητη συσκευη με καλη αναλυση οθονης πολυ καλες φωτογραφιες βιντεο επισης απο θεμα ακουστικης ειναι πολυ καλο ακους και σε ακουνε πολυ καλα στις κλισεις η μπαταρια με βαρια χρηση κραταει μιαμιση με δυο ημερες δεν ως τωρα κολληματα η να ζεσταινεται η συσκευη δεν υπαρχουν δεν ειναι ναυαρχιδα η μια top συσκευη αλλα κανει πολλα πραγματα καλα εγω εχω μεινει ευχαριστημενος και πιστευω θα μεινετε και εσεις αν την αποκτησετε η τιμη του για αυτα που κανει και της δυνατοτητες που εχει ειναι super το συνιστω
1;πολυ καλο κινητο το αγορασα κυριως για φωτογραφιες και βιντεο αλλα ειμαι παρα πολυ ευχαριστημενη απο ολα
1;εχω στην κατοχη μου το συγκεκριμενο κινητο εδω και 4 μηνες το προηγουμενο κινητο ηταν το Samsung Note 8 θεωρω οτι ειναι το καλυτερο κινητο τηλεφωνο σε θεμα επιδοσης και διαρκειας μπαταριας σε αυτη την τιμη παιζει ολα τα παιχνιδια σε υψηλης αναλυσης γραφικα χωρις να ανεβαζει θερμοκρασια η μπαταρια του διαρκει με πληρη χρηση 1 ημερα η οθονη του πολυ καλη για IPS οι φωτογραφιες την ημερα ειναι πολυ καλες εκτος απο την νυχτα οπου χρειαζεται να εγκατασταθει το gcam για καλυτερα αποτελεσματα το συνιστω
1;το προβλημα που αντιμετωπιζω εγω ειναι με την οθονη:πληκτρολογω τον κωδικο για ξεκλειδωνω κ κολλαει κανει ζουμ κολλαει και πρεπει να το κλειδωσω ξεκλειδωσω για να προχωρησει
1;μετα απο σχεδον 2 μηνες μπορω να πω οτι ειναι εξαιρετικο η ποιοτητα φωτογραφιας αλλα και βιντεο ειναι εκπληκτικη μεγαλα παιχνιδια πολυ υψηλων απαιτησεων παιζουν σφαιρα χωρις να κολλανε καθολου καθως υπαρχει turbo mode παιχνιδιων η μπαταρια παρα πολυ καλη το μονο αρνητικο ειναι ισως λιγο το ηχειο αλλα και παλι ειναι ισως οτι value for money υπαρχει στην αγορα
1;ειναι το απολυτο value for money κινητο στην αγορα οθονη φωτογραφια design ολα σε πολυ υψηλα επιπεδα το προτεινω χωρις καμια επιφυλαξη
1;εχω στην κατοχη μου το xiaomi note 8 pro εδω και 4 μηνες για την χρηματα που το αγορασα και που κανει τωρα ειναι μια πολυ καλη συσκευη με καλο ηχο πολυ καλη αναλυση οθονης οπως και αψογες καμερες με εξαιρεση την micro που δεν χρησιμευει και καπου σε εμενα αν και mediatek επεξεργαστη δεν εχω αντιμετωπισει καποιο προβλημα κατα την χρηση
1;καλησπερα εχω το κινητο εδω και δυο μηνες στα 128 gb πριν ειχα το Xiaomi mia1 οχι οτι το προηγουμενο δεν ηταν καλο αλλα μου το εκλεψαν αποφασισα λοιπον να παρω αυτο ειδα σχολια ρωτησα και το πηρα το κινητο ειναι αρκετα καλο παει σφαιρα δεν κολλαει πουθενα βλεπεις τα παντα ακομα και στον ηλιο τραβαει σχετικα αρκετες καλες φωτογραφιες η μπαταρια του κραταει μια μερα ανετα γενικα ενα πολυ καλο και ωραιο κινητο
1;ισως το καλυτερο mid range κινητο που υπαρχει στην αγορα αυτη τη στιγμη αρκετα καλη καμερα με αδυναμια στο σκοταδι εννοειται αλλα αυτο ηταν αναμενομενο καλη αυτονομια πολυ καλη αναλυση και ευκρινεια οθονης το προτεινω
1;λοιπον εχουμε και λεμε εχω το κινητο 2 μηνες σχεδον κ ηθελα να σχηματισω πληρης αποψη οχι οπως μερικα παιδακια με μια δυο μερες χρησεις κ πιστευουν οτι τα ξερουν ολα χα απο μπαταρια ολη μερα social YouTube παει 23 25 ωρες αν παιζεις κατεβαινει στις 18 ωρες κ οχι ολη μερα κ αμα δν εισαι ολη μερα πανω στο κινητο σε παει ανετα 2 μερες καμερα με φως ημερας κανεις παπαδες το βραδυ ακομα κ μια DSLR δν βγαζει τελειες φωτο εκτος αν κανει 2000€ εχω κατεβασει πανω απο 20 εφαρμογες για βιντεο κ φωτο edit κ διαφορες αλλες κ παει σφαιρα κ στο βιντεο την ημερα πολυ καλο κ καθαρο κ 4κ παρακαλω ηχειο μετριο αλλα δεν με ενοχλει αξιζει και με το παραπανω ελπιζω να μην εχει γρηγορο τελος ομως γιατι μηπως ειναι πολυ καλο για να ειναι αληθινο που λεμε παντως μεχρι στιγμης ολα καλα το εχω ευχαριστηθει και με το παραπανω 128gb για να μη κολλαει στο μελλον σας το συνιστω
1;μεχρι στιγμης 6 μερες το εχω το κινητο αγορασμενο 25 02 20 παει σφαιρα εξαιρετικα ευχαριστημενος απο ταχυτητα αποκρισης ποιοτητα φωτεινοτητας οθονης επιτελους βλεπω τα παντα ακομα και με εντονη λιακαδα ποιοτητα φωτογραφιων ειδικα με την λειτουργια AI το μονο που χρειαζεται χρονο προσαρμογης λιγο ειναι η ευαισθησια του touch screen καποιες φορες δε χρειαζεται να πατηθει το κουμπι καθως ο αισθητηρας πιανει το δαχτυλο απο αποσταση μισου χιλιοστου κατα τα αλλα ειμαι ιδιαιτερα εως απολυτα ικανοποιημενος απο το κινητο θα επανελθω με νεοτερη αξιολογηση μετα απο 1 μηνα και μετα απο 4 5 μηνες χρησης καθως εχουν γραφτει σχολια για πτωση αποδοσης του επεξεργαστη
1;το κινητο αγοραστηκε για να αντικαταστησει ενα Nexus 5 στα €197 που το πηρα το θεωρω VFM σιγουρα εχει καποιες ελλειψεις rooting CFW αλλα σε ολα τα αλλα μπαταρια ταχυτητα λειτουργιες ειναι μακραν ανωτερο ας ελπισουμε οτι θα παρει Android 10
1;το χρησιμοποιω εδω και περιπου 3 μηνες ειναι πολυ γρηγορο η μπαταρια κραταει πολυ ωρα και στα social media και στα παιχνιδια αλλα μαλλον λιγοτερα στα παιχνιδια και εχει μια πραγματικα υπεροχη καμερα το μονο που με ενοχλει ειναι οτι οταν παιζω ενα σχετικα βαρυ παιχνιδι ζεσταινεται αρκετα και πολυ γρηγορα αλλα αυτο πρεπει να ειναι το μονο παραπονο που εχω το προτεινω σε ολους εγω το πηρα 190€ αλλα πιστευω οτι ακομα αξιζει
1;εξαιρετικο κινητο κανει τα παντα και συμφερει πολυ καλες φωτογραφιες για mid range κινητο ο ηχος απο τα ηχεια ειναι οκ αλλα καλυτερα μην ακουτε μουσικη ετσι με το GPS μονο μου κανει λιγα νερα αλλα μπορει να μην φταιει η συσκευη
1;το τηλεφωνο ειναι απο τα καλυτερα 7 μηνες το εχω και δεν κολλησε ποτε ομως εχω σπασει 5 θηκες και αρκετα τζαμακια λογο βαριας δουλειας δυνατη κατασκευη σε ολους τους τομεις
